user_id,age,gender,device_os,device_model,location,account_created_date
USR02731,56,Male,Android,Samsung A55,Hanoi,2026-04-28
USR02732,56,Male,Android,Samsung S24,Danang,2026-02-10
USR02733,24,Male,iOS,iPhone 14,Hanoi,2026-02-22
USR02734,51,Male,Android,Samsung S24,Others,2026-03-08
USR02735,28,Female,iOS,iPhone 15,Others,
USR02736,60,Male,Android,Xiaomi Redmi 13,Hanoi,
USR02737,24,Female,iOS,iPhone 14,HCM,
USR02738,52,Female,iOS,iPhone 14,Others,
USR02739,20,Male,iOS,iPhone 14,Hanoi,
USR02740,45,Male,iOS,iPhone 14,Hanoi,2026-03-20
USR02741,20,Male,Android,Xiaomi Redmi 13,Danang,2026-01-15
USR02742,33,Male,Android,Samsung S24,Others,2026-04-03
USR02743,53,Female,iOS,iPhone 14,HCM,
USR02744,49,Male,Android,Samsung S24,Danang,2026-05-12
USR02745,32,Male,iOS,iPhone 13,Danang,
USR02746,31,Male,Android,Xiaomi Redmi 13,Hanoi,
USR02747,22,Female,Android,Xiaomi Redmi 13,Hanoi,2026-04-16
USR02748,41,Male,Android,Xiaomi Redmi 13,HCM,2026-05-19
USR02749,46,Male,Android,Oppo A58,HCM,2026-03-03
USR02750,24,Female,iOS,iPhone 14,Others,2026-05-14
USR02751,24,Male,iOS,iPhone 14,Hanoi,
USR02752,47,Male,iOS,iPhone 15,HCM,2026-03-28
USR02753,18,Male,iOS,iPhone 14,HCM,
USR02754,29,Male,iOS,iPhone 15,HCM,2026-05-08
USR02755,43,Male,iOS,iPhone 14,Hanoi,
USR02756,36,Female,Android,Samsung S24,HCM,
USR02757,22,Female,iOS,iPhone 13,Danang,
USR02758,30,Female,iOS,iPhone 14,Danang,
USR02759,20,Female,iOS,iPhone 14,HCM,2026-01-19
USR02760,29,Male,Android,Samsung A55,Hanoi,2026-03-20
USR02761,56,Female,iOS,iPhone 14,HCM,2026-01-25
USR02762,27,Male,Android,Oppo A58,HCM,
USR02763,41,Male,iOS,iPhone 15,Danang,2026-01-19
USR02764,47,Female,iOS,iPhone 13,Hanoi,2026-05-06
USR02765,55,Male,iOS,iPhone 15,Hanoi,2026-04-17
USR02766,23,Female,iOS,iPhone 13,Others,2026-04-13
USR02767,39,Female,iOS,iPhone 13,HCM,2026-01-29
USR02768,26,Male,Android,Samsung S24,Danang,
USR02769,45,Female,Android,Samsung S24,Hanoi,2026-02-16
USR02770,59,Female,Android,Xiaomi Redmi 13,Danang,
USR02771,46,Male,iOS,iPhone 13,Danang,
USR02772,57,Female,Android,Oppo A58,Danang,
USR02773,26,Male,Android,Xiaomi Redmi 13,HCM,
USR02774,48,Male,iOS,iPhone 13,Danang,2026-05-14
USR02775,53,Male,iOS,iPhone 13,HCM,
USR02776,50,Male,iOS,iPhone 14,Danang,
USR02777,37,Male,Android,Oppo A58,Others,2026-02-24
USR02778,24,Female,Android,Xiaomi Redmi 13,Others,2026-03-31
USR02779,31,Male,Android,Samsung S24,Hanoi,
USR02780,30,Male,iOS,iPhone 15,Danang,2026-03-12
USR02781,32,Female,iOS,iPhone 14,HCM,
USR02782,57,Female,iOS,iPhone 14,HCM,2026-02-09
USR02783,58,Male,iOS,iPhone 13,HCM,2026-05-26
USR02784,50,Male,Android,Xiaomi Redmi 13,Danang,
USR02785,23,Male,iOS,iPhone 15,HCM,2026-03-09
USR02786,23,Male,Android,Samsung A55,Danang,
USR02787,49,Female,Android,Samsung A55,HCM,2026-05-17
USR02788,49,Female,iOS,iPhone 15,Others,
USR02789,54,Female,Android,Xiaomi Redmi 13,Danang,2026-05-08
USR02790,43,Male,iOS,iPhone 14,Others,
USR02791,34,Male,Android,Samsung S24,Hanoi,2026-05-20
USR02792,46,Female,iOS,iPhone 15,HCM,
USR02793,56,Male,Android,Samsung S24,Danang,2026-01-11
USR02794,27,Female,iOS,iPhone 15,HCM,
USR02795,49,Female,Android,Samsung A55,Others,
USR02796,57,Male,iOS,iPhone 15,Danang,
USR02797,48,Female,Android,Samsung A55,HCM,2026-04-07
USR02798,26,Female,Android,Samsung A55,Hanoi,2026-05-05
USR02799,27,Female,Android,Xiaomi Redmi 13,HCM,2026-03-26
USR02800,45,Male,Android,Oppo A58,HCM,
USR02801,50,Female,iOS,iPhone 15,Hanoi,
USR02802,33,Male,Android,Samsung S24,Others,
USR02803,29,Female,iOS,iPhone 14,Danang,2026-04-24
USR02804,26,Male,Android,Oppo A58,Danang,2026-03-02
USR02805,56,Female,iOS,iPhone 13,HCM,2026-02-04
USR02806,28,Female,Android,Oppo A58,Others,
USR02807,28,Female,Android,Samsung A55,Danang,2026-04-13
USR02808,23,Female,Android,Samsung S24,HCM,
USR02809,49,Male,Android,Oppo A58,Others,2026-02-10
USR02810,30,Male,iOS,iPhone 13,HCM,2026-04-13
USR02811,22,Female,Android,Samsung A55,Others,2026-03-22
USR02812,25,Female,Android,Samsung S24,Others,2026-04-24
USR02813,21,Male,Android,Samsung A55,Danang,2026-03-15
USR02814,45,Male,iOS,iPhone 15,Danang,2026-02-03
USR02815,24,Female,iOS,iPhone 13,HCM,
USR02816,36,Male,Android,Samsung S24,HCM,
USR02817,36,Female,iOS,iPhone 13,Others,
USR02818,54,Male,Android,Samsung A55,Danang,2026-05-13
USR02819,56,Male,Android,Oppo A58,Hanoi,
USR02820,59,Male,Android,Samsung S24,Danang,2026-01-10
USR02821,59,Female,Android,Oppo A58,Hanoi,2026-03-01
USR02822,48,Male,iOS,iPhone 15,HCM,2026-02-17
USR02823,20,Female,Android,Oppo A58,HCM,
USR02824,35,Female,iOS,iPhone 13,Danang,
USR02825,58,Female,Android,Oppo A58,Danang,
USR02826,37,Male,iOS,iPhone 13,HCM,
USR02827,26,Male,Android,Oppo A58,Hanoi,2026-05-29
USR02828,43,Female,Android,Oppo A58,Hanoi,
USR02829,41,Female,Android,Samsung S24,Others,2026-01-05
USR02830,23,Female,Android,Xiaomi Redmi 13,HCM,2026-04-09
USR02831,25,Female,iOS,iPhone 15,Hanoi,2026-04-13
USR02832,31,Female,iOS,iPhone 13,Danang,
USR02833,37,Male,iOS,iPhone 13,HCM,2026-04-01
USR02834,48,Female,Android,Samsung A55,HCM,
USR02835,24,Female,iOS,iPhone 14,Danang,2026-05-14
USR02836,31,Male,iOS,iPhone 14,Danang,
USR02837,51,Female,iOS,iPhone 13,Danang,2026-04-15
USR02838,46,Male,Android,Samsung A55,Danang,2026-05-21
USR02839,51,Female,Android,Samsung S24,Hanoi,2026-03-02
USR02840,28,Female,Android,Xiaomi Redmi 13,Hanoi,2026-03-10
USR02841,26,Male,Android,Oppo A58,Hanoi,
USR02842,55,Female,Android,Samsung S24,Danang,
USR02843,44,Male,iOS,iPhone 14,Others,2026-01-28
USR02844,55,Female,Android,Xiaomi Redmi 13,Hanoi,
USR02845,23,Male,Android,Samsung S24,Others,2026-05-16
USR02846,19,Male,Android,Oppo A58,Hanoi,
USR02847,55,Female,Android,Samsung S24,HCM,2026-05-31
USR02848,46,Male,Android,Samsung S24,Others,
USR02849,53,Male,Android,Oppo A58,Others,
USR02850,51,Male,Android,Xiaomi Redmi 13,Others,2026-01-09
USR02851,50,Male,iOS,iPhone 15,Hanoi,2026-03-03
USR02852,50,Female,Android,Xiaomi Redmi 13,Hanoi,2026-01-18
USR02853,53,Female,iOS,iPhone 14,HCM,2026-01-06
USR02854,52,Male,Android,Xiaomi Redmi 13,Others,2026-03-15
USR02855,22,Male,iOS,iPhone 14,Hanoi,2026-05-15
USR02856,45,Female,iOS,iPhone 13,Hanoi,
USR02857,51,Female,iOS,iPhone 14,Hanoi,
USR02858,56,Female,iOS,iPhone 13,Danang,
USR02859,18,Female,Android,Xiaomi Redmi 13,Hanoi,2026-04-26
USR02860,20,Male,iOS,iPhone 15,Others,
USR02861,36,Female,Android,Samsung A55,Others,2026-05-07
USR02862,30,Male,Android,Samsung S24,Others,2026-03-08
USR02863,34,Male,Android,Xiaomi Redmi 13,HCM,2026-02-09
USR02864,33,Female,Android,Samsung A55,Danang,2026-02-06
USR02865,39,Male,Android,Samsung S24,Hanoi,
USR02866,57,Male,iOS,iPhone 13,HCM,
USR02867,26,Female,iOS,iPhone 13,Others,2026-02-06
USR02868,31,Female,Android,Samsung S24,HCM,2026-04-17
USR02869,18,Male,iOS,iPhone 15,Others,2026-02-16
USR02870,30,Female,iOS,iPhone 13,HCM,
USR02871,38,Male,Android,Oppo A58,Danang,
USR02872,33,Female,Android,Oppo A58,HCM,2026-05-01
USR02873,32,Female,iOS,iPhone 15,Others,2026-02-28
USR02874,36,Male,Android,Samsung S24,Hanoi,2026-02-28
USR02875,58,Female,Android,Xiaomi Redmi 13,HCM,2026-05-25
USR02876,19,Male,iOS,iPhone 15,Others,
USR02877,36,Male,Android,Xiaomi Redmi 13,Hanoi,2026-04-18
USR02878,45,Male,Android,Samsung S24,Danang,2026-01-04
USR02879,59,Male,Android,Samsung A55,HCM,2026-04-29
USR02880,33,Male,iOS,iPhone 14,Danang,2026-04-25
USR02881,47,Male,Android,Samsung S24,Danang,2026-02-16
USR02882,36,Female,iOS,iPhone 13,Danang,2026-03-13
USR02883,19,Male,iOS,iPhone 15,Danang,
USR02884,26,Male,iOS,iPhone 13,Danang,2026-03-23
USR02885,29,Female,Android,Samsung S24,Hanoi,2026-03-24
USR02886,57,Female,iOS,iPhone 14,Hanoi,2026-03-09
USR02887,29,Female,iOS,iPhone 15,Others,2026-01-04
USR02888,41,Male,iOS,iPhone 14,Others,
USR02889,38,Female,iOS,iPhone 14,Others,2026-02-05
USR02890,47,Female,Android,Xiaomi Redmi 13,Hanoi,
USR02891,59,Male,Android,Samsung S24,Others,
USR02892,43,Male,iOS,iPhone 14,Danang,2026-04-02
USR02893,51,Female,Android,Samsung S24,Danang,2026-03-25
USR02894,20,Male,Android,Oppo A58,Hanoi,
USR02895,25,Male,iOS,iPhone 15,Others,
USR02896,56,Male,Android,Samsung S24,HCM,
USR02897,20,Male,Android,Xiaomi Redmi 13,Hanoi,2026-01-26
USR02898,41,Female,iOS,iPhone 13,Hanoi,
USR02899,22,Female,iOS,iPhone 15,Danang,2026-05-04
USR02900,34,Male,iOS,iPhone 14,HCM,
USR02901,37,Female,iOS,iPhone 14,Danang,2026-02-09
USR02902,46,Male,iOS,iPhone 13,Others,2026-02-09
USR02903,21,Female,Android,Xiaomi Redmi 13,Danang,2026-03-14
USR02904,48,Female,iOS,iPhone 14,HCM,
USR02905,30,Female,iOS,iPhone 15,HCM,2026-04-16
USR02906,32,Female,iOS,iPhone 13,HCM,2026-05-18
USR02907,52,Female,Android,Oppo A58,Others,2026-01-21
USR02908,50,Male,iOS,iPhone 14,HCM,2026-05-10
USR02909,49,Male,Android,Samsung S24,Hanoi,2026-04-27
USR02910,51,Female,iOS,iPhone 15,Hanoi,
USR02911,51,Female,Android,Oppo A58,Hanoi,
USR02912,44,Male,iOS,iPhone 13,Others,2026-01-15
USR02913,60,Female,Android,Samsung S24,Others,2026-04-08
USR02914,43,Male,Android,Oppo A58,HCM,2026-01-26
USR02915,37,Male,Android,Samsung S24,HCM,2026-04-05
USR02916,24,Male,Android,Samsung S24,Danang,
USR02917,27,Female,iOS,iPhone 14,HCM,2026-04-22
USR02918,23,Female,iOS,iPhone 14,Danang,
USR02919,32,Male,iOS,iPhone 14,Hanoi,2026-04-01
USR02920,21,Male,iOS,iPhone 14,Others,2026-02-14
USR02921,40,Male,Android,Samsung A55,Hanoi,
USR02922,55,Male,Android,Samsung S24,HCM,
USR02923,28,Male,iOS,iPhone 13,Others,
USR02924,36,Female,iOS,iPhone 15,Others,
USR02925,24,Male,iOS,iPhone 15,Danang,2026-01-12
USR02926,54,Female,iOS,iPhone 15,HCM,2026-04-05
USR02927,20,Male,iOS,iPhone 15,Hanoi,2026-01-21
USR02928,21,Female,Android,Oppo A58,Danang,
USR02929,35,Female,Android,Xiaomi Redmi 13,Others,
USR02930,50,Female,Android,Oppo A58,Hanoi,2026-05-06
USR02931,21,Female,Android,Samsung S24,Hanoi,2026-02-09
USR02932,24,Male,iOS,iPhone 15,Others,2026-05-30
USR02933,47,Female,Android,Samsung A55,Others,2026-03-12
USR02934,30,Male,iOS,iPhone 14,HCM,2026-02-25
USR02935,28,Female,iOS,iPhone 14,Others,2026-02-03
USR02936,22,Female,Android,Samsung S24,HCM,
USR02937,60,Female,Android,Xiaomi Redmi 13,Danang,
USR02938,26,Female,Android,Samsung A55,Others,2026-01-01
USR02939,23,Male,Android,Oppo A58,Hanoi,2026-02-22
USR02940,54,Female,Android,Oppo A58,Danang,
USR02941,33,Male,iOS,iPhone 14,Danang,2026-01-08
USR02942,46,Male,Android,Oppo A58,Hanoi,
USR02943,30,Male,Android,Xiaomi Redmi 13,Hanoi,
USR02944,37,Male,iOS,iPhone 15,Others,2026-02-18
USR02945,22,Female,iOS,iPhone 14,Hanoi,2026-05-19
USR02946,28,Male,iOS,iPhone 15,Danang,
USR02947,32,Female,iOS,iPhone 13,HCM,2026-02-18
USR02948,34,Male,Android,Samsung A55,Others,2026-04-15
USR02949,45,Male,iOS,iPhone 13,Danang,2026-02-11
USR02950,38,Male,Android,Samsung A55,HCM,2026-02-23
USR02951,30,Female,iOS,iPhone 13,HCM,
USR02952,34,Female,Android,Samsung S24,HCM,2026-03-19
USR02953,24,Male,iOS,iPhone 13,Others,2026-01-21
USR02954,44,Female,iOS,iPhone 14,Danang,2026-03-01
USR02955,32,Male,iOS,iPhone 13,Hanoi,2026-03-25
USR02956,40,Female,Android,Oppo A58,Others,
USR02957,40,Male,iOS,iPhone 15,Danang,
USR02958,56,Male,iOS,iPhone 15,Hanoi,
USR02959,26,Male,Android,Samsung S24,Others,2026-01-06
USR02960,39,Male,iOS,iPhone 13,Others,2026-05-07
USR02961,38,Male,Android,Samsung A55,HCM,2026-02-11
USR02962,26,Male,iOS,iPhone 15,Hanoi,2026-02-07
USR02963,50,Female,Android,Samsung A55,Others,2026-03-25
USR02964,38,Male,iOS,iPhone 15,Hanoi,2026-04-24
USR02965,39,Male,iOS,iPhone 14,Danang,2026-04-26
USR02966,30,Male,Android,Oppo A58,HCM,2026-03-05
USR02967,22,Male,Android,Samsung S24,Danang,2026-02-26
USR02968,59,Male,iOS,iPhone 14,Danang,2026-04-24
USR02969,30,Male,Android,Oppo A58,HCM,
USR02970,37,Male,Android,Samsung S24,HCM,
USR02971,19,Female,Android,Samsung S24,HCM,
USR02972,33,Male,iOS,iPhone 15,Hanoi,
USR02973,44,Male,Android,Oppo A58,Others,
USR02974,34,Female,iOS,iPhone 14,HCM,2026-04-03
USR02975,55,Male,Android,Xiaomi Redmi 13,Hanoi,2026-03-09
USR02976,48,Male,iOS,iPhone 15,Hanoi,
USR02977,36,Male,Android,Oppo A58,Others,2026-04-27
USR02978,54,Female,iOS,iPhone 14,Others,
USR02979,38,Male,Android,Oppo A58,Others,2026-03-15
USR02980,53,Female,iOS,iPhone 13,HCM,2026-05-20
USR02981,28,Female,Android,Xiaomi Redmi 13,HCM,
USR02982,20,Male,iOS,iPhone 13,Danang,2026-05-08
USR02983,50,Female,iOS,iPhone 14,Hanoi,
USR02984,23,Female,iOS,iPhone 15,Hanoi,2026-03-13
USR02985,29,Male,iOS,iPhone 13,Others,2026-02-17
USR02986,21,Female,Android,Samsung A55,Hanoi,2026-05-18
USR02987,30,Male,Android,Samsung A55,HCM,
USR02988,34,Female,Android,Samsung S24,Hanoi,2026-02-14
USR02989,20,Female,iOS,iPhone 15,Danang,2026-02-20
USR02990,60,Female,iOS,iPhone 15,Others,2026-03-11
USR02991,35,Male,Android,Xiaomi Redmi 13,Others,
USR02992,24,Male,Android,Samsung A55,HCM,2026-03-09
USR02993,56,Male,Android,Samsung A55,Danang,2026-03-11
USR02994,22,Female,iOS,iPhone 14,Hanoi,2026-05-08
USR02995,27,Female,Android,Oppo A58,Hanoi,
USR02996,33,Male,iOS,iPhone 14,Danang,2026-02-20
USR02997,50,Male,Android,Oppo A58,HCM,
USR02998,36,Female,Android,Oppo A58,Others,
USR02999,59,Female,Android,Xiaomi Redmi 13,Others,2026-02-25
USR03000,56,Male,Android,Oppo A58,Hanoi,
USR03001,30,Male,iOS,iPhone 14,Others,2026-02-15
USR03002,29,Male,Android,Oppo A58,Hanoi,2026-05-12
USR03003,55,Male,iOS,iPhone 13,Danang,
USR03004,51,Female,iOS,iPhone 15,Danang,
USR03005,20,Male,Android,Oppo A58,HCM,
USR03006,35,Male,iOS,iPhone 13,Others,2026-01-24
USR03007,46,Male,Android,Xiaomi Redmi 13,Others,2026-01-24
USR03008,19,Female,iOS,iPhone 13,Danang,
USR03009,48,Male,Android,Oppo A58,Others,
USR03010,29,Female,Android,Samsung A55,Danang,2026-02-19
USR03011,41,Male,Android,Samsung A55,Danang,2026-04-07
USR03012,55,Female,Android,Samsung A55,Danang,2026-02-27
USR03013,42,Male,Android,Samsung S24,Danang,
USR03014,34,Female,Android,Samsung A55,Hanoi,2026-03-07
USR03015,47,Male,Android,Samsung A55,Hanoi,2026-04-22
USR03016,34,Female,iOS,iPhone 13,Hanoi,2026-05-18
USR03017,57,Male,iOS,iPhone 15,Others,2026-05-27
USR03018,32,Female,Android,Xiaomi Redmi 13,Danang,
USR03019,49,Male,Android,Samsung S24,Others,2026-03-02
USR03020,34,Male,iOS,iPhone 14,Hanoi,2026-03-18
USR03021,41,Female,iOS,iPhone 13,Others,2026-01-02
USR03022,57,Male,iOS,iPhone 13,Others,2026-01-11
USR03023,55,Female,iOS,iPhone 14,Others,
USR03024,32,Female,Android,Xiaomi Redmi 13,Others,
USR03025,26,Female,iOS,iPhone 15,Others,2026-04-27
USR03026,25,Male,Android,Samsung S24,HCM,
USR03027,37,Female,iOS,iPhone 15,HCM,
USR03028,43,Female,Android,Samsung A55,Hanoi,2026-05-04
USR03029,40,Female,Android,Oppo A58,Others,
USR03030,55,Female,Android,Samsung A55,Hanoi,2026-04-08
USR03031,51,Female,iOS,iPhone 14,HCM,2026-01-04
USR03032,25,Female,iOS,iPhone 15,Others,2026-05-21
USR03033,45,Male,Android,Oppo A58,HCM,2026-05-16
USR03034,59,Female,iOS,iPhone 14,Hanoi,2026-03-03
USR03035,45,Female,iOS,iPhone 13,HCM,2026-05-21
USR03036,55,Female,iOS,iPhone 13,HCM,
USR03037,32,Female,Android,Xiaomi Redmi 13,Hanoi,2026-02-12
USR03038,38,Male,Android,Xiaomi Redmi 13,HCM,2026-01-23
USR03039,36,Female,iOS,iPhone 15,Others,2026-01-31
USR03040,35,Female,iOS,iPhone 15,Others,
USR03041,18,Male,iOS,iPhone 15,Others,2026-02-25
USR03042,57,Male,Android,Oppo A58,Hanoi,
USR03043,37,Female,Android,Samsung S24,Danang,2026-01-08
USR03044,41,Female,Android,Oppo A58,Others,
USR03045,35,Male,Android,Samsung S24,Danang,2026-01-21
USR03046,23,Male,Android,Samsung A55,Others,
USR03047,50,Female,iOS,iPhone 13,HCM,
USR03048,21,Male,Android,Xiaomi Redmi 13,Others,2026-04-06
USR03049,52,Female,iOS,iPhone 15,Danang,
USR03050,40,Male,iOS,iPhone 13,Hanoi,2026-04-12
USR03051,55,Male,Android,Xiaomi Redmi 13,Danang,
USR03052,38,Male,iOS,iPhone 15,Hanoi,2026-05-30
USR03053,58,Male,iOS,iPhone 13,Others,2026-03-26
USR03054,32,Female,iOS,iPhone 15,Others,
USR03055,38,Female,iOS,iPhone 15,Others,2026-01-04
USR03056,18,Male,Android,Oppo A58,Danang,
USR03057,48,Male,iOS,iPhone 14,Danang,
USR03058,44,Male,iOS,iPhone 13,HCM,2026-04-07
USR03059,21,Male,iOS,iPhone 14,Hanoi,2026-05-25
USR03060,60,Female,Android,Samsung S24,Others,2026-02-13
USR03061,41,Female,iOS,iPhone 13,HCM,2026-03-05
USR03062,41,Male,iOS,iPhone 15,HCM,2026-03-27
USR03063,23,Male,Android,Samsung A55,Others,
USR03064,54,Male,Android,Oppo A58,Danang,2026-01-15
USR03065,39,Male,iOS,iPhone 15,Hanoi,2026-04-02
USR03066,42,Male,Android,Samsung S24,Hanoi,
USR03067,33,Female,iOS,iPhone 15,HCM,
USR03068,46,Male,Android,Xiaomi Redmi 13,HCM,
USR03069,58,Female,iOS,iPhone 15,Others,
USR03070,48,Female,iOS,iPhone 14,Others,2026-03-22
USR03071,18,Female,iOS,iPhone 15,Danang,2026-02-10
USR03072,47,Male,iOS,iPhone 15,Others,2026-01-02
USR03073,30,Male,iOS,iPhone 13,Hanoi,2026-03-08
USR03074,23,Female,iOS,iPhone 13,Hanoi,
USR03075,19,Male,iOS,iPhone 14,Danang,
USR03076,56,Female,Android,Oppo A58,Hanoi,
USR03077,30,Male,Android,Samsung S24,HCM,
USR03078,48,Female,Android,Samsung A55,Danang,2026-04-26
USR03079,54,Female,iOS,iPhone 13,Danang,
USR03080,18,Female,iOS,iPhone 14,Danang,2026-05-19
USR03081,20,Female,Android,Samsung S24,HCM,2026-04-27
USR03082,20,Female,iOS,iPhone 15,Others,2026-02-01
USR03083,20,Male,iOS,iPhone 15,Hanoi,2026-01-19
USR03084,44,Female,iOS,iPhone 15,HCM,2026-03-09
USR03085,56,Male,Android,Xiaomi Redmi 13,Hanoi,
USR03086,24,Female,Android,Samsung S24,Hanoi,2026-03-10
USR03087,36,Female,Android,Oppo A58,Hanoi,
USR03088,45,Male,Android,Oppo A58,Others,
USR03089,31,Male,Android,Samsung S24,Hanoi,
USR03090,48,Female,iOS,iPhone 15,Danang,2026-04-15
USR03091,44,Female,iOS,iPhone 14,Hanoi,2026-04-04
USR03092,46,Female,iOS,iPhone 13,Hanoi,2026-01-02
USR03093,39,Female,iOS,iPhone 14,Hanoi,
USR03094,39,Female,Android,Oppo A58,HCM,
USR03095,46,Male,iOS,iPhone 14,HCM,
USR03096,57,Male,Android,Samsung A55,Others,
USR03097,22,Female,Android,Xiaomi Redmi 13,HCM,
USR03098,43,Male,Android,Oppo A58,Hanoi,
USR03099,43,Male,Android,Samsung A55,Others,2026-03-08
USR03100,31,Female,iOS,iPhone 13,HCM,2026-02-20
USR03101,34,Female,Android,Xiaomi Redmi 13,Danang,2026-04-18
USR03102,26,Male,Android,Samsung S24,Danang,
USR03103,37,Female,iOS,iPhone 15,Others,2026-03-08
USR03104,18,Male,Android,Samsung A55,Danang,2026-02-10
USR03105,34,Female,iOS,iPhone 13,Hanoi,2026-03-30
USR03106,53,Female,iOS,iPhone 15,HCM,2026-03-03
USR03107,42,Female,Android,Samsung A55,Hanoi,2026-01-28
USR03108,42,Male,iOS,iPhone 15,Hanoi,
USR03109,36,Female,iOS,iPhone 13,Danang,
USR03110,49,Male,iOS,iPhone 13,Danang,
USR03111,21,Female,Android,Samsung S24,Others,2026-02-26
USR03112,24,Male,iOS,iPhone 13,Others,
USR03113,58,Male,Android,Xiaomi Redmi 13,Hanoi,2026-05-26
USR03114,40,Female,iOS,iPhone 14,HCM,2026-04-23
USR03115,39,Male,iOS,iPhone 13,HCM,2026-05-22
USR03116,39,Male,Android,Oppo A58,Danang,
USR03117,34,Female,iOS,iPhone 13,Danang,2026-01-22
USR03118,38,Female,Android,Xiaomi Redmi 13,Danang,2026-01-22
USR03119,51,Male,iOS,iPhone 13,HCM,2026-01-29
USR03120,44,Female,iOS,iPhone 13,Danang,2026-04-13
USR03121,59,Female,Android,Samsung A55,Others,2026-04-29
USR03122,24,Female,Android,Samsung A55,Hanoi,2026-04-27
USR03123,32,Female,iOS,iPhone 15,Others,2026-04-12
USR03124,52,Male,iOS,iPhone 15,Others,2026-02-17
USR03125,23,Female,iOS,iPhone 15,Danang,
USR03126,51,Female,iOS,iPhone 14,Danang,2026-03-11
USR03127,19,Female,iOS,iPhone 15,Danang,2026-01-15
USR03128,40,Female,Android,Samsung S24,HCM,
USR03129,24,Male,iOS,iPhone 15,Others,2026-04-12
USR03130,30,Female,iOS,iPhone 15,Others,2026-02-03
USR03131,21,Female,iOS,iPhone 14,Danang,2026-02-25
USR03132,39,Male,Android,Samsung S24,HCM,
USR03133,40,Female,Android,Samsung S24,Others,2026-03-13
USR03134,49,Female,iOS,iPhone 14,Others,2026-04-03
USR03135,52,Male,Android,Samsung S24,Others,
USR03136,22,Male,Android,Oppo A58,Danang,2026-04-14
USR03137,43,Female,Android,Xiaomi Redmi 13,HCM,2026-04-13
USR03138,25,Female,Android,Xiaomi Redmi 13,HCM,2026-03-05
USR03139,53,Female,Android,Xiaomi Redmi 13,Danang,2026-04-09
USR03140,54,Male,Android,Samsung S24,Danang,
USR03141,37,Male,iOS,iPhone 13,Hanoi,2026-05-13
USR03142,29,Male,Android,Samsung S24,Hanoi,2026-03-24
USR03143,59,Male,iOS,iPhone 13,Danang,
USR03144,58,Female,iOS,iPhone 13,Danang,
USR03145,48,Female,iOS,iPhone 14,Others,
USR03146,38,Female,iOS,iPhone 14,Danang,2026-02-21
USR03147,27,Male,iOS,iPhone 15,Danang,2026-04-25
USR03148,46,Female,Android,Samsung A55,HCM,
USR03149,41,Male,iOS,iPhone 14,Others,2026-03-30
USR03150,20,Male,iOS,iPhone 13,Danang,2026-03-28
USR03151,60,Male,Android,Samsung S24,Danang,
USR03152,43,Male,Android,Samsung A55,HCM,2026-05-09
USR03153,60,Male,Android,Samsung A55,Danang,2026-04-07
USR03154,52,Male,iOS,iPhone 14,Danang,2026-05-05
USR03155,34,Female,Android,Samsung A55,Danang,
USR03156,55,Male,iOS,iPhone 13,Hanoi,2026-01-16
USR03157,38,Female,iOS,iPhone 13,HCM,2026-01-13
USR03158,20,Female,iOS,iPhone 13,Others,2026-01-27
USR03159,60,Female,iOS,iPhone 13,Others,2026-02-27
USR03160,56,Male,Android,Samsung A55,Danang,2026-01-02
USR03161,34,Male,Android,Samsung S24,Danang,2026-03-30
USR03162,33,Male,Android,Xiaomi Redmi 13,Danang,
USR03163,35,Male,iOS,iPhone 15,Hanoi,
USR03164,22,Female,Android,Oppo A58,Hanoi,
USR03165,22,Male,Android,Samsung S24,Hanoi,2026-03-05
USR03166,41,Female,iOS,iPhone 15,Others,
USR03167,26,Female,iOS,iPhone 15,Hanoi,2026-01-09
USR03168,45,Female,Android,Oppo A58,Danang,2026-02-12
USR03169,57,Male,iOS,iPhone 14,HCM,
USR03170,25,Female,iOS,iPhone 14,Hanoi,2026-03-13
USR03171,23,Female,iOS,iPhone 14,HCM,2026-01-18
USR03172,24,Female,iOS,iPhone 14,HCM,
USR03173,28,Female,iOS,iPhone 13,Danang,
USR03174,18,Female,iOS,iPhone 14,Hanoi,2026-05-17
USR03175,50,Male,iOS,iPhone 14,Hanoi,2026-04-10
USR03176,20,Female,iOS,iPhone 15,Hanoi,2026-01-26
USR03177,22,Female,iOS,iPhone 15,Others,
USR03178,23,Male,iOS,iPhone 13,Hanoi,
USR03179,54,Male,Android,Xiaomi Redmi 13,HCM,2026-02-22
USR03180,60,Female,Android,Oppo A58,Others,
USR03181,32,Female,Android,Samsung A55,HCM,2026-02-26
USR03182,26,Male,Android,Xiaomi Redmi 13,Others,2026-03-17
USR03183,57,Female,Android,Samsung S24,Others,
USR03184,22,Male,Android,Samsung S24,Danang,2026-01-08
USR03185,35,Male,iOS,iPhone 14,HCM,
USR03186,22,Female,Android,Oppo A58,HCM,
USR03187,26,Female,iOS,iPhone 15,Danang,2026-01-18
USR03188,53,Male,Android,Samsung A55,HCM,2026-04-05
USR03189,33,Male,Android,Oppo A58,Hanoi,2026-03-04
USR03190,49,Male,iOS,iPhone 13,Hanoi,2026-05-06
USR03191,26,Female,Android,Samsung A55,Others,2026-05-31
USR03192,38,Male,Android,Xiaomi Redmi 13,HCM,2026-05-25
USR03193,19,Male,iOS,iPhone 14,HCM,
USR03194,27,Female,iOS,iPhone 15,Hanoi,
USR03195,52,Female,Android,Samsung A55,Danang,
